EXP,NAME,TYPE,SUBT,RARITY,COLOR,COLORS,MANA,CMC,Legendary,P,T,OBSERVACION,FOIL,,TOTAL,10404,,,SUBTIPO,1491,% SD,,RAREZA,10390,%,,COLOR,10404,%,,COLORS,1744,%,% SD,,MV,10394,%,,Crea/MV,4779,%,% SD,,,
A,Regrowth,Sorcery,,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tranquility ,Sorcery,,Common,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Wall of Ice,Creature,,Uncommon,Green,,2G,3,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Disrupting Scepter,Artifact,,Rare,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Icy Manipulator,Artifact,,Uncommon,Artifact,,4,4,,,,MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Jayemdae Tome,Artifact,,Rare,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Nevinyrral's Disk ,Artifact,,Rare,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Sol Ring ,Artifact,,Uncommon,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Soul Net,Artifact,,Uncommon,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Aethergeode Miner,Creature,,Rare,White,,1W,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Airdrop Aeronauts,Creature,,Uncommon,White,,3WW,5,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Caught in the Brights,Enchantment,Aura,Common,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Deadeye Harpooner,Creature,,Uncommon,White,,2W,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Decommission,Instant,,Common,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Restoration Specialist ,Creature,,Uncommon,White,,1W,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Solemn Recruit,Creature,,Rare,White,,1WW,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Thopter Arrest,Enchantment,,Uncommon,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,"Baral, Chief of Compliance",Creature,,Rare,Blue,,1U,2,Legendary,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Baral's Expertise ,Sorcery,,Rare,Blue,,3UU,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Disallow ,Instant,,Rare,Blue,,1UU,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Ice Over,Enchantment,Aura,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Leave in the Dust,Instant,,Common,Blue,,3U,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Metallic Rebuke,Instant,,Common,Blue,,2U,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Reverse Engineer,Sorcery,,Uncommon,Blue,,3UU,5,,,,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Skyship Plunderer,Creature,,Uncommon,Blue,,1U,2,,2,1,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Take into Custody,Instant,,Common,Blue,,U,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Aether Poisoner,Creature,,Common,Black,,1B,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Battle at the Bridge,Sorcery,,Rare,Black,,XB,1,,,,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Daring Demolition,Sorcery,,Common,Black,,2BB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Fatal Push ,Instant,,Uncommon,Black,,B,1,,,,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Fourth Bridge Prowler,Creature,,Common,Black,,B,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Gifted Aetherborn,Creature,,Uncommon,Black,,BB,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Herald of Anguish,Creature,,Mythic,Black,,5BB,7,,5,5,BROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Midnight Entourage,Creature,,Rare,Black,,2BB,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Perilous Predicament,Instant,,Uncommon,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Resourceful Return,Sorcery,,Common,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Vengeful Rebel ,Creature,,Uncommon,Black,,2B,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Yahenni's Expertise,Sorcery,,Mythic,Black,,2BB,4,,,,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Chandra's Revolution,Sorcery,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Destructive Tampering,Sorcery,,Common,Red,,2R,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Enraged Giant,Creature,,Uncommon,Red,,5R,6,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Freejam Regent ,Creature,,Rare,Red,,4RR,6,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Hungry Flames,Instant,,Uncommon,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Indomitable Creativity,Sorcery,,Mythic,Red,,XRRR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,"Kari Zev, Skyship Raider",Creature,,Rare,Red,,1R,2,Legendary,1,3,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Kari Zev's Expertise,Sorcery,,Rare,Red,,1RR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Release the Gremlins,Sorcery,,Rare,Red,,XXR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Aetherwind Basker,Creature,,Mythic,Green,,4GGG,7,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Aid from the Cowl ,Enchantment,,Rare,Green,,3GG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Heroic Intervention,Instant,,Rare,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Lifecraft Cavalry,Creature,,Common,Green,,4G,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Monstrous Onslaught ,Sorcery,,Uncommon,Green,,3GG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Narnam Renegade,Creature,,Uncommon,Green,,G,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Natural Obsolescence,Instant,,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Ridgescale Tusker,Creature,,Uncommon,Green,,3GG,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,"Rishkar, Peema Renegade",Creature,,Rare,Green,,2G,3,Legendary,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Rishkar's Expertise,Sorcery,,Rare,Green,,4GG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Dark Intimations,Sorcery,,Rare,Gold,Blue/Black/Red,2UBR,5,,,,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Hidden Stockpile,Enchantment,,Uncommon,Gold,White/Black,WB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Maverick Thopterist,Creature,,Uncommon,Gold,Blue/Red,3UR,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Outland Boar,Creature,,Uncommon,Gold,Red/Green,2RG,4,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Rogue Refiner,Creature,,Uncommon,Gold,Green/Blue,1GU,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Spire Patrol,Creature,,Uncommon,Gold,White/Blue,2WU,4,,3,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Tezzeret's Betrayal,Sorcery,,Rare,Gold,Blue/Black,3UB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Winding Constrictor,Creature,,Uncommon,Gold,Black/Green,BG,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Aethersphere Harvester,Artifact,Vehicle,Rare,Artifact,,3,3,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Daredevil Dragster,Artifact,Vehicle,Uncommon,Artifact,,3,3,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Heart of Kiran,Artifact,Vehicle,Mythic,Artifact,,2,2,Legendary,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Implement of Examination,Artifact,,Common,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Implement of Ferocity,Artifact,,Common,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Implement of Improvement,Artifact,,Common,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Implement of Malice ,Artifact,,Common,Artifact,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Pacification Array,Artifact,,Uncommon,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Treasure Keeper,Creature,,Uncommon,Artifact,,4,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Universal Solvent,Artifact,,Common,Artifact,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Untethered Express,Artifact,Vehicle,Uncommon,Artifact,,4,4,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Walking Ballista,Creature,,Rare,Artifact,,XX,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER,Welder Automaton,Creature,,Common,Artifact,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Cleric Class,Enchantment,Class,Uncommon,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Dawnbringer Cleric,Creature,,Common,White,,1W,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Divine Smite,Instant,,Uncommon,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Guardian of Faith,Creature,,Rare,White,,1WW,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Keen-Eared Sentry,Creature,,Uncommon,White,,1W,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Minimus Containment,Enchantment,Aura,Common,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Nadaar, Selfless Paladin",Creature,,Rare,White,,2W,3,Legendary,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Paladin Class,Enchantment,Class,Rare,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Portable Hole,Artifact,,Uncommon,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Potion of Healing,Artifact,,Common,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Priest of Ancient Lore,Creature,,Common,White,,2W,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Teleportation Circle,Enchantment,,Rare,White,,3W,4,,,,EXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,White Dragon,Creature,,Uncommon,White,,4WW,6,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You Hear Something on Watch,Instant,,Common,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Aberrant Mind Sorcerer,Creature,,Uncommon,Blue,,4U,5,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Arcane Investigator,Creature,,Common,Blue,,1U,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Bar the Gate,Instant,,Common,Blue,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Contact Other Plane,Instant,,Common,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Demilich,Creature,,Mythic,Blue,,UUUU,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Djinni Windseer,Creature,,Common,Blue,,3U,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Dragon Turtle,Creature,,Rare,Blue,,1UU,3,,3,5,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Fly,Enchantment,Aura,Uncommon,Blue,,U,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Grazilaxx, Illithid Scholar",Creature,,Rare,Blue,,1UU,3,Legendary,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Iymrith, Desert Doom",Creature,,Mythic,Blue,,3UU,5,Legendary,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Mind Flayer,Creature,,Rare,Blue,,3UU,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Ray of Frost,Enchantment,Aura,Uncommon,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Scion of Stygia,Creature,,Common,Blue,,2U,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Shocking Grasp,Instant,,Common,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Soulknife Spy,Creature,,Common,Blue,,2U,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Split the Party,Sorcery,,Uncommon,Blue,,3UU,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Trickster's Talisman,Artifact,Equipment,Uncommon,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,True Polymorph,Instant,,Rare,Blue,,4UU,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Wizard Class,Artifact,Class,Rare,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Wizard's Spellbook,Artifact,,Mythic,Blue,,5UU,7,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You Come to a River,Instant,,Common,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You Find the Villains' Lair,Instant,,Common,Blue,,1UU,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You See a Guard Approach,Instant,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Yuan-Ti Malison,Creature,,Rare,Blue,,1U,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Acererak the Archlich,Creature,,Mythic,Black,,2B,3,Legendary,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Baleful Beholder,Creature,,Common,Black,,4BB,6,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Black Dragon,Creature,,Uncommon,Black,,5BB,7,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Check for Traps,Sorcery,,Uncommon,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Deadly Dispute,Instant,,Common,Black,,1B,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Death-Priest of Myrkul,Creature,,Uncommon,Black,,2BB,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Demogorgon's Clutches,Sorcery,,Uncommon,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Eyes of the Beholder,Instant,,Common,Black,,4BB,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Fates' Reversal,Sorcery,,Common,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Feign Death,Instant,,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Gelatinous Cube,Creature,,Rare,Black,,2BB,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Grim Bounty,Sorcery,,Common,Black,,2BB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Grim Wanderer,Creature,,Uncommon,Black,,1B,2,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Herald of Hadar,Creature,,Common,Black,,4B,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Power Word Kill,Instant,,Uncommon,Black,,1B,2,,,,PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Precipitous Drop,Enchantment,Aura,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Ray of Enfeeblement,Instant,,Uncommon,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Shambling Ghast,Creature,,Common,Black,,B,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Skullport Merchant,Creature,,Uncommon,Black,,2B,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Sphere of Annihilation,Artifact,,Rare,Black,,XB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Vampire Spawn,Creature,,Common,Black,,2B,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Warlock Class,Enchantment,Class,Uncommon,Black,,B,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Westgate Regent,Creature,,Rare,Black,,3BB,5,,4,4,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Yuan-Ti Fang-Blade,Creature,,Common,Black,,2B,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Battle Cry Goblin,Creature,,Uncommon,Red,,1R,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Burning Hands,Instant,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Chaos Channeler,Creature,,Uncommon,Red,,2RR,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Dragon's Fire,Instant,,Common,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Earth-Cult Elemental,Creature,,Common,Red,,4RR,6,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Farideh's Fireball,Instant,,Common,Red,,3RR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Hulking Bugbear,Creature,,Uncommon,Red,,1RR,3,,3,3,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Improvised Weaponry,Sorcery,,Common,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Magic Missile,Sorcery,,Uncommon,Red,,1RR,3,,,,PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Meteor Swarm,Sorcery,,Rare,Red,,XRRR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Plundering Barbarian,Creature,,Common,Red,,2R,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Price of Loyalty,Sorcery,,Common,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Red Dragon,Creature,,Uncommon,Red,,4RR,6,,4,4,EXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Unexpected Windfall,Instant,,Common,Red,,2RR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You Find Some Prisoners,Instant,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Bull's Strength,Instant,,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Choose Your Weapon,Instant,,Uncommon,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Druid Class,Enchantment,Class,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Froghemoth,Creature,,Rare,Green,,3GG,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Hill Giant Herdgorger,Creature,,Common,Green,,4GG,6,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Hunter's Mark,Instant,,Uncommon,Green,,3G,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Inspiring Bard,Creature,,Common,Green,,3G,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Intrepid Outlander,Creature,,Uncommon,Green,,1G,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Loathsome Troll,Creature,,Uncommon,Green,,3GG,5,,6,2,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Ochre Jelly,Creature,,Rare,Green,,XG,1,,0,0,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Owlbear,Creature,,Common,Green,,3GG,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Ranger Class,Enchantment,Class,Rare,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Spoils of the Hunt,Instant,,Common,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Underdark Basilisk,Creature,,Common,Green,,1G,2,,1,2,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Varis, Silverymoon Ranger",Creature,,Rare,Green,,1GG,3,Legendary,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Werewolf Pack Leader,Creature,,Rare,Green,,GG,2,,3,3,EXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Wild Shape,Instant,,Uncommon,Green,,G,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You Find a Cursed Idol,Sorcery,,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,You Happen On a Glade,Instant,,Uncommon,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Adult Gold Dragon,Creature,,Rare,Gold,Red/White,3RW,5,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Drizzt Do'Urden,Creature,,Rare,Gold,Green/White,3GW,5,Legendary,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Gretchen Titchwillow,Creature,,Uncommon,Gold,Green/Blue,GU,2,Legendary,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Krydle of Baldur's Gate,Creature,,Uncommon,Gold,Blue/Black,UB,2,Legendary,1,3,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Minsc, Beloved Ranger",Creature,,Mythic,Gold,Red/Green/White,RGW,3,Legendary,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Monk Class,Enchantment,Class,Rare,Gold,White/Blue,WU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Orcus, Prince of Undeath",Creature,,Rare,Gold,Black/Red,X2BR,4,Legendary,5,3,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Rogue Class,Enchantment,Class,Rare,Gold,Blue/Black,UB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Shessra, Death's Whisper",Creature,,Uncommon,Gold,Black/Green,2BG,4,Legendary,1,3,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Sorcerer Class,Enchantment,Class,Rare,Gold,Blue/Red,UR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Triumphant Adventurer,Creature,,Rare,Gold,White/Black,WB,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,"Volo, Guide to Monsters",Creature,,Rare,Gold,Green/Blue,2GU,4,Legendary,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Dungeon Map,Artifact,,Uncommon,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
